epoch;loss;mae;val_loss;val_mae
0;18.08488626186554;1.108472230633581;15.188130828525724;1.0505257857588088
1;18.084847330406287;1.1084690230598868;15.188100664395648;1.050521842285526
2;18.084808698156145;1.108464073710468;15.188070687540396;1.0505167126124422
3;18.08477050248042;1.1084579474051737;15.188041007922406;1.0505106913165407
4;18.084732815908446;1.1084509397023847;15.188011692906587;1.0505039693156932
5;18.08469566611616;1.1084432438461747;15.187982790883437;1.0504966774224629
6;18.084659071967703;1.108435037264481;15.18795435391159;1.0504889121506045
7;18.084623067093712;1.10842638136316;15.187926432572958;1.0504807405858851
8;18.084587703996498;1.1084173722537118;15.187899077349396;1.050472201953545
9;18.0845530595591;1.1084080526252236;15.18787233805326;1.0504634279825582
10;18.084519219510053;1.1083984148034105;15.187846254833385;1.0504543391249834
11;18.084486258314172;1.1083884958696861;15.187820852256065;1.0504449455429388
12;18.08445422888772;1.1083783752943686;15.187796144147079;1.0504356423299872
13;18.08442316476089;1.1083682170324582;15.187772144910308;1.050426561914861
14;18.084393092931123;1.1083580431577365;15.18774887483649;1.0504173308535678
15;18.08436404520086;1.1083477313316603;15.187726356561008;1.0504079742948937
16;18.084336057867795;1.1083373367066798;15.187704606281848;1.0503984795040806
17;18.08430916008614;1.1083268647276487;15.187683621998069;1.050388900219657
18;18.084283357551925;1.1083163582051845;15.18766337348367;1.050379255827048
19;18.0842586209806;1.1083058326906852;15.18764380181431;1.0503695627136838
20;18.08423488656737;1.1082953283672194;15.187624829927898;1.0503603390686271
21;18.084212067292555;1.1082853182560564;15.187606374896843;1.0503539995420716
22;18.08419006584367;1.108278786069419;15.18758835381612;1.05035200797139
23;18.08416878064513;1.1082771164785186;15.18757068511298;1.0503516442168088
24;18.084148105802225;1.10827704208899;15.187553289096686;1.050350976189519
25;18.084127930133455;1.1082767362059722;15.187536088098662;1.0503500852293688
26;18.084108137519657;1.1082762208450536;15.187519006602207;1.050348968097012
27;18.084088608957085;1.1082755105594944;15.187501971975173;1.0503476311954878
28;18.084069226620933;1.1082746307615319;15.187484915223793;1.050346158545141
29;18.084049879725963;1.1082735877194008;15.187467771477005;1.0503445328152914
30;18.0840304709151;1.1082723999798478;15.187450480323639;1.0503427544031705
31;18.084010920470394;1.1082710641190365;15.187432985516203;1.0503408287675389
32;18.083991166376396;1.1082695918258116;15.187415234182376;1.050338753051043
33;18.083971161151553;1.1082679918108551;15.187397176800134;1.0503365383882148
34;18.083950867719135;1.1082662957058877;15.1873787679289;1.0503350853276765
35;18.083930255484653;1.1082652502900725;15.187359966108934;1.0503343835383336
36;18.083909296378398;1.108265018624819;15.18734073271105;1.0503340458572181
37;18.0838879609856;1.108265285571253;15.187321031198737;1.0503338774063915
38;18.083866216236775;1.1082657552479462;15.187300827711594;1.050333644480785
39;18.083844025893942;1.1082662279402888;15.187280092644016;1.050333241686531
40;18.083821352711382;1.1082665626328614;15.187258802337531;1.0503326184862403
41;18.083798159788227;1.108266703553971;15.18723694040263;1.0503317557274257
42;18.08377441066913;1.108266629560016;15.187214499246009;1.05033067218946
43;18.083750070671268;1.1082663354562734;15.187191482809267;1.0503294166086685
44;18.083725112739405;1.10826583326122;15.187167910750011;1.0503279974767927
45;18.083699529026017;1.1082651566380632;15.187143822784197;1.0503264386235924
46;18.083673344904028;1.108264329480526;15.187119280602484;1.0503247712000794
47;18.08364662881833;1.108263358244301;15.187094365845171;1.0503229829247716
48;18.083619493162022;1.1082622494425465;15.187069175247684;1.0503210562071321
49;18.08359208585284;1.1082609891506956;15.18704381463256;1.0503189681211629
50;18.08356457496817;1.108259563389003;15.187018392532996;1.0503166933713437
51;18.083537129800142;1.1082579548697793;15.186993013515028;1.0503142177457225
52;18.08350990169312;1.1082561516276326;15.186967770254629;1.0503116193935542
53;18.083483006860934;1.1082541371571943;15.186942734030493;1.0503088073428997
54;18.08345651286357;1.1082519235911774;15.186917946279758;1.050305809908075
55;18.083430431688313;1.1082495371967633;15.186893415287651;1.0503026572287912
56;18.08340472238202;1.1082470024765743;15.1868691192673;1.0502993883034542
57;18.08337930156207;1.1082443494155685;15.186845012548453;1.0502960460344706
58;18.083354054780887;1.1082416399182577;15.186821031360262;1.0502926784802589
59;18.08332884430195;1.1082388905076173;15.186797101049086;1.050289340203061
60;18.083303518587567;1.1082361369331437;15.186773149370381;1.0502860849186348
61;18.08327793302896;1.1082334214019443;15.18674912636271;1.0502829537678258
62;18.083251984254264;1.1082307791931283;15.186725024792594;1.0502799679020969
63;18.083225646762394;1.1082282324057184;15.186700888091867;1.050277118610151
64;18.083198985776505;1.1082257831523892;15.186676794898974;1.0502743753417043
65;18.083172126978916;1.1082233945942406;15.186652825770677;1.0502717042699228
66;18.083145196357208;1.1082210414202325;15.186629028979876;1.0502690872471183
67;18.083118262948343;1.1082187084292543;15.186605400657177;1.0502665273671121
68;18.08309131163012;1.1082163965886656;15.186581885987067;1.0502640404929473
69;18.083064254622606;1.1082141247042157;15.186558397826916;1.0502616471484507
70;18.083036970601746;1.1082119110629312;15.186534842833236;1.050259356783209
71;18.08300935045056;1.10820975661802;15.186511144067854;1.0502571603635742
72;18.0829813293065;1.1082076562229732;15.186487251010526;1.0502550332696543
73;18.082952891584004;1.1082055927533958;15.186463131652683;1.0502529518493096
74;18.08292404581298;1.1082035448903356;15.186438746623933;1.05025089400214
75;18.08289477695327;1.1082015011945474;15.186414016568481;1.050248864020693
76;18.082864999740856;1.1081994666339892;15.186388808954776;1.0502468850757052
77;18.08283455238706;1.1081974621425308;15.186362965897938;1.0502449758854466
78;18.082803252645707;1.1081955050315424;15.18633636052569;1.0502431368204828
79;18.082770983577376;1.1081935984001539;15.186308944140796;1.0502413419016206
80;18.082737749224314;1.1081917251606814;15.18628075948598;1.0502395464754208
81;18.08270367415565;1.1081898543977955;15.186251922515822;1.05023769913797
82;18.08266896460775;1.1081879515260709;15.186222586667022;1.0502357550059167
83;18.082633857828732;1.1081859831707894;15.18619290223617;1.050233677365338
84;18.082598573227266;1.10818392283627;15.186162980738754;1.0502314418446486
85;18.082563269582142;1.1081817515794024;15.186132873778591;1.0502290431559849
86;18.082528015306746;1.1081794662125648;15.186102575341172;1.0502264979979294
87;18.082492785875225;1.1081770791353271;15.186072047606295;1.0502238444231837
88;18.082457494696065;1.1081746211730756;15.186041252439907;1.050221135962703
89;18.0824220363426;1.1081721318762896;15.186010163980322;1.05021843704148
90;18.08238630751076;1.1081696571220332;15.185978759041614;1.0502158147173017
91;18.082350200368552;1.108167248555739;15.1859470098575;1.0502133393419664
92;18.08231360279445;1.1081649590429965;15.185914899809305;1.050211071419971
93;18.0822764308688;1.1081628367426342;15.18588244898827;1.050209052913557
94;18.08223866843329;1.1081609121361433;15.185849726178597;1.05020730603539
95;18.082200382431143;1.1081592054588967;15.185816846252498;1.0502058346857732
96;18.082161718886045;1.1081577219748895;15.185783968555443;1.0502046228852129
97;18.082122901400798;1.108156450433803;15.185751304270326;1.0502036333603815
98;18.08208423809723;1.1081553659958905;15.185719116271184;1.0502028101753489
99;18.082046111180976;1.1081544295868802;15.18568769028188;1.050202088462683
100;18.0820089253662;1.108153594230968;15.185657277957077;1.0502014068858736
101;18.08197302492696;1.1081528135985064;15.185628032123317;1.0502007151217265
102;18.08193860922607;1.1081520487639527;15.185599959964621;1.0501999830560973
103;18.08190567600855;1.1081512731146628;15.185572913840042;1.0501992047541329
104;18.08187401302013;1.108150477079101;15.185546622345521;1.0501983985319867
105;18.081843241214962;1.1081496689300618;15.18552074516004;1.0501976003341957
106;18.081812891192044;1.1081488706030722;15.185494933056143;1.0501968519842129
107;18.081782489434936;1.1081481094992842;15.18546888795392;1.0501961888175717
108;18.08175164356063;1.1081474098107713;15.18544242001495;1.0501956309832792
109;18.08172011682839;1.1081467862831753;15.185415484849031;1.0501951806474585
110;18.08168786895221;1.108146241220807;15.185388181200635;1.0501948243496604
111;18.081655043602467;1.1081457662120193;15.1853607069283;1.0501945380740292
112;18.08162190615388;1.1081453451292713;15.185333289606463;1.050194294091056
113;18.08158875306477;1.108144958635079;15.185306114890288;1.050194070488717
114;18.08155581876814;1.1081445905451233;15.185279275213967;1.0501938609421568
